quality,similarity,unique words,length ratio,negation,negation parity,unusual tokens,unusual ratio
No,0.686616,0.230769,0.222222,0,0,4,0.333333
No,0.768350,0.434783,0.000000,0,0,0,1.000000
Yes,0.818067,0.413793,0.277778,0,0,0,1.000000
No,0.718668,0.181818,0.222222,0,0,9,0.000000
No,0.739912,0.461538,0.272727,0,0,0,1.000000
No,0.865288,0.523810,0.263158,0,0,0,1.000000
Yes,0.904471,0.583333,0.235294,0,0,0,1.000000
No,0.729716,0.236842,0.038462,0,0,8,0.272727
Yes,0.808641,0.303030,0.200000,0,0,2,0.600000
No,0.698234,0.296296,0.100000,1,1,2,0.500000
No,0.847811,0.387097,0.240000,0,0,7,0.416667
Yes,0.802077,0.428571,0.142857,0,0,0,1.000000
Yes,0.744087,0.173913,0.312500,0,0,6,0.250000
Yes,0.820520,0.481481,0.000000,0,0,8,0.384615
Yes,0.799318,0.291667,0.285714,0,0,3,0.250000
Yes,0.893452,0.566667,0.185185,0,0,1,0.833333
Yes,0.737690,0.120000,0.133333,0,0,9,0.100000
Yes,0.807662,0.588235,0.200000,0,0,1,0.000000
Yes,0.682296,0.230769,0.117647,0,0,10,0.166667
Yes,0.925404,0.750000,0.333333,0,0,1,0.750000
No,0.840969,0.392857,0.294118,1,1,2,0.714286
Yes,0.820857,0.473684,0.187500,0,0,0,1.000000
Yes,0.814593,0.360000,0.210526,0,0,1,0.000000
Yes,0.886526,0.689655,0.040000,0,0,4,0.428571
Yes,0.930456,0.586207,0.076923,0,0,1,0.666667
No,0.843421,0.291667,0.066667,0,0,6,0.454545
Yes,0.860780,0.375000,0.259259,0,0,0,1.000000
No,0.783768,0.391304,0.117647,0,0,0,1.000000
Yes,0.923895,0.695652,0.000000,0,0,1,0.666667
No,0.832302,0.333333,0.250000,0,0,11,0.153846
Yes,0.817331,0.444444,0.166667,0,0,3,0.400000
Yes,0.935211,0.680000,0.041667,0,0,1,0.500000
Yes,0.981701,0.733333,0.000000,0,0,0,1.000000
Yes,0.871074,0.461538,0.227273,0,0,0,1.000000
Yes,0.903926,0.625000,0.142857,0,0,2,0.000000
Yes,0.655964,0.217391,0.250000,0,0,0,1.000000
Yes,0.748410,0.400000,0.400000,0,0,1,0.000000
Yes,0.830152,0.368421,0.166667,0,0,0,1.000000
Yes,0.919641,0.684211,0.357143,0,0,1,0.900000
Yes,0.907760,0.391304,0.235294,0,0,2,0.333333
Yes,0.792316,0.480000,0.181818,0,0,1,0.000000
Yes,0.830575,0.562500,0.000000,0,0,5,0.166667
Yes,0.934052,0.633333,0.074074,0,0,5,0.545455
Yes,0.916969,0.607143,0.115385,0,0,3,0.500000
Yes,0.863048,0.437500,0.083333,0,0,5,0.500000
Yes,0.854179,0.666667,0.269231,0,0,4,0.000000
No,0.779889,0.344828,0.052632,1,1,1,0.500000
No,0.903251,0.586207,0.222222,0,0,1,0.800000
Yes,0.759306,0.238095,0.076923,0,0,1,0.500000
Yes,0.804127,0.388889,0.083333,0,0,1,0.000000
Yes,0.862095,0.333333,0.076923,0,0,4,0.333333
Yes,0.919749,0.750000,0.038462,0,0,0,1.000000
No,0.789814,0.400000,0.208333,0,0,2,0.600000
Yes,0.793422,0.375000,0.307692,0,0,2,0.333333
Yes,0.612710,0.250000,0.222222,0,0,2,0.000000
Yes,0.877245,0.640000,0.315789,1,1,0,1.000000
Yes,0.928765,0.550000,0.157895,0,0,3,0.500000
Yes,0.905635,0.551724,0.192308,0,0,1,0.500000
No,0.698283,0.400000,0.333333,0,0,11,0.214286
Yes,0.929636,0.681818,0.190476,0,0,1,0.900000
No,0.775039,0.307692,0.428571,0,0,1,0.500000
Yes,0.769596,0.421053,0.222222,0,0,1,0.000000
Yes,0.923400,0.750000,0.285714,0,0,2,0.333333
No,0.726788,0.318182,0.277778,1,1,1,0.000000
Yes,0.902534,0.538462,0.095238,0,0,0,1.000000
No,0.774873,0.423077,0.352941,0,0,9,0.100000
No,0.831934,0.440000,0.277778,0,0,0,1.000000
Yes,0.697624,0.200000,0.142857,0,0,14,0.125000
No,0.623463,0.266667,0.272727,0,0,3,0.500000
Yes,0.730559,0.210526,0.090909,0,0,0,1.000000
Yes,0.945247,0.586207,0.000000,0,0,0,1.000000
No,0.635212,0.294118,0.200000,0,0,0,1.000000
No,0.812622,0.375000,0.333333,0,0,2,0.500000
Yes,0.839899,0.360000,0.000000,0,0,2,0.800000
No,0.773395,0.366667,0.333333,1,1,3,0.250000
No,0.651660,0.285714,0.250000,0,0,10,0.166667
Yes,0.983645,0.708333,0.000000,0,0,0,1.000000
Yes,0.811296,0.444444,0.000000,0,0,4,0.200000
No,0.857984,0.323529,0.043478,0,0,17,0.055556
No,0.625420,0.240000,0.214286,0,0,1,0.800000
Yes,0.862149,0.541667,0.157895,0,0,2,0.333333
Yes,0.932074,0.586207,0.285714,0,0,0,1.000000
Yes,0.836868,0.444444,0.250000,0,0,1,0.500000
Yes,0.814910,0.571429,0.058824,0,0,1,0.000000
No,0.864187,0.576923,0.200000,0,0,4,0.428571
No,0.734675,0.269231,0.058824,1,1,3,0.625000
No,0.790145,0.250000,0.095238,0,0,19,0.136364
No,0.811097,0.300000,0.266667,0,0,5,0.000000
Yes,0.810022,0.323529,0.045455,0,0,1,0.833333
Yes,0.843461,0.600000,0.095238,0,0,0,1.000000
No,0.772541,0.285714,0.125000,0,0,2,0.333333
No,0.798008,0.400000,0.125000,0,0,1,0.750000
Yes,0.869916,0.480000,0.352941,0,0,1,0.500000
No,0.872794,0.444444,0.266667,0,0,0,1.000000
Yes,0.908612,0.655172,0.000000,0,0,0,1.000000
No,0.895777,0.607143,0.333333,0,0,0,1.000000
No,0.788041,0.361111,0.363636,0,0,5,0.166667
No,0.818693,0.451613,0.300000,0,0,0,1.000000
Yes,0.827650,0.437500,0.230769,0,0,1,0.666667
Yes,0.737136,0.352941,0.181818,0,0,1,0.750000
Yes,0.894294,0.413793,0.157895,0,0,3,0.727273
Yes,0.925052,0.619048,0.312500,0,0,3,0.400000
No,0.824845,0.580645,0.037037,0,0,2,0.500000
Yes,0.844656,0.500000,0.277778,0,0,1,0.500000
Yes,0.764782,0.466667,0.307692,0,0,1,0.666667
Yes,0.915000,0.625000,0.052632,0,0,4,0.636364
No,0.670240,0.192308,0.263158,0,0,6,0.000000
No,0.822256,0.428571,0.066667,1,1,0,1.000000
Yes,0.913981,0.636364,0.294118,0,0,3,0.625000
No,0.726037,0.379310,0.045455,0,0,5,0.545455
No,0.833077,0.333333,0.136364,0,0,1,0.875000
No,0.705522,0.384615,0.055556,0,0,3,0.571429
Yes,0.927058,0.740741,0.227273,0,0,0,1.000000
No,0.783536,0.218750,0.181818,0,0,12,0.250000
Yes,0.784831,0.379310,0.210526,0,0,1,0.750000
No,0.867501,0.607143,0.217391,0,0,1,0.666667
Yes,0.828357,0.360000,0.105263,0,0,4,0.200000
Yes,0.856115,0.310345,0.166667,0,0,5,0.545455
No,0.836600,0.400000,0.000000,0,0,5,0.583333
Yes,0.736072,0.160000,0.307692,1,1,1,0.875000
No,0.795742,0.272727,0.071429,0,0,3,0.250000
Yes,0.885801,0.575758,0.166667,0,0,0,1.000000
Yes,0.817833,0.454545,0.285714,0,0,8,0.111111
Yes,0.932004,0.666667,0.181818,0,0,1,0.500000
Yes,0.666212,0.347826,0.380952,0,0,2,0.000000
No,0.698598,0.320000,0.333333,0,0,2,0.333333
Yes,0.623267,0.240000,0.285714,0,0,1,0.800000
Yes,0.776101,0.222222,0.210526,0,0,2,0.666667
Yes,0.905351,0.655172,0.038462,0,0,5,0.166667
Yes,0.929551,0.703704,0.000000,0,0,3,0.000000
Yes,0.814049,0.352941,0.230769,0,0,1,0.000000
Yes,0.807284,0.400000,0.178571,0,0,3,0.250000
Yes,0.845744,0.391304,0.266667,0,0,1,0.833333
Yes,0.943973,0.590909,0.117647,0,0,0,1.000000
Yes,0.938497,0.684211,0.100000,1,1,0,1.000000
Yes,0.893445,0.518519,0.090909,0,0,0,1.000000
Yes,0.789593,0.400000,0.000000,0,0,1,0.500000
No,0.773249,0.240000,0.384615,0,0,8,0.200000
No,0.759390,0.172414,0.058824,0,0,4,0.333333
Yes,0.924135,0.625000,0.050000,0,0,0,1.000000
Yes,0.830318,0.636364,0.235294,0,0,2,0.500000
Yes,0.804674,0.478261,0.250000,0,0,1,0.500000
No,0.640199,0.263158,0.000000,0,0,1,0.500000
Yes,0.763732,0.391304,0.000000,0,0,0,1.000000
No,0.789869,0.470588,0.142857,0,0,0,1.000000
No,0.761845,0.230769,0.285714,0,0,13,0.187500
No,0.654775,0.222222,0.000000,0,0,0,1.000000
Yes,0.876698,0.476190,0.176471,0,0,6,0.500000
No,0.651269,0.235294,0.333333,0,0,1,0.666667
Yes,0.824700,0.358974,0.037037,0,0,4,0.500000
Yes,0.923938,0.709677,0.000000,0,0,3,0.250000
No,0.596906,0.200000,0.071429,0,0,0,1.000000
Yes,0.730056,0.346154,0.466667,1,1,0,1.000000
Yes,0.888448,0.642857,0.181818,0,0,0,1.000000
No,0.745395,0.272727,0.045455,0,0,6,0.454545
Yes,0.806373,0.473684,0.235294,0,0,2,0.500000
Yes,0.863981,0.619048,0.150000,0,0,1,0.500000
Yes,0.869572,0.531250,0.040000,0,0,0,1.000000
Yes,0.870222,0.629630,0.315789,0,0,0,1.000000
Yes,0.889476,0.466667,0.160000,0,0,5,0.375000
No,0.751209,0.315789,0.266667,0,0,2,0.666667
Yes,0.844332,0.347826,0.066667,0,0,7,0.461538
No,0.680234,0.294118,0.200000,1,1,0,1.000000
Yes,0.898795,0.760000,0.125000,0,0,0,1.000000
Yes,0.890523,0.653846,0.150000,0,0,0,1.000000
Yes,0.699806,0.294118,0.166667,0,0,1,0.500000
No,0.837419,0.303030,0.142857,0,0,8,0.272727
Yes,0.868199,0.612903,0.076923,0,0,1,0.857143
No,0.780447,0.272727,0.235294,0,0,2,0.750000
Yes,0.882745,0.578947,0.500000,0,0,2,0.600000
Yes,0.938607,0.680000,0.090909,0,0,0,1.000000
Yes,0.923332,0.535714,0.043478,0,0,8,0.384615
Yes,0.795203,0.461538,0.142857,0,0,6,0.000000
No,0.698021,0.333333,0.222222,0,0,4,0.428571
Yes,0.756023,0.466667,0.444444,0,0,0,1.000000
Yes,0.760401,0.363636,0.142857,0,0,12,0.200000
No,0.754012,0.312500,0.100000,0,0,0,1.000000
No,0.682987,0.375000,0.350000,0,0,1,0.833333
No,0.729079,0.250000,0.062500,0,0,6,0.250000
Yes,0.946460,0.666667,0.105263,0,0,0,1.000000
Yes,0.881225,0.538462,0.000000,0,0,2,0.714286
No,0.883826,0.346154,0.333333,0,0,6,0.454545
Yes,0.745394,0.321429,0.105263,0,0,5,0.285714
Yes,0.864370,0.620690,0.333333,0,0,3,0.666667
Yes,0.904213,0.642857,0.181818,0,0,0,1.000000
No,0.824893,0.482759,0.038462,0,0,1,0.000000
Yes,0.855652,0.466667,0.200000,0,0,0,1.000000
Yes,0.822433,0.461538,0.222222,0,0,0,1.000000
Yes,0.934244,0.700000,0.035714,0,0,0,1.000000
No,0.679077,0.173913,0.071429,0,0,8,0.111111
Yes,0.841524,0.576923,0.043478,0,0,4,0.200000
Yes,0.959199,0.652174,0.166667,0,0,5,0.375000
No,0.743924,0.310345,0.227273,0,0,3,0.250000
No,0.823347,0.500000,0.555556,0,0,6,0.142857
Yes,0.857996,0.555556,0.000000,0,0,0,1.000000
No,0.865349,0.520000,0.272727,0,0,0,1.000000
Yes,0.664374,0.250000,0.125000,0,0,3,0.250000
No,0.767121,0.444444,0.086957,0,0,2,0.600000
No,0.871640,0.500000,0.172414,0,0,3,0.500000
Yes,0.698236,0.235294,0.263158,0,0,5,0.285714
No,0.800687,0.407407,0.272727,0,0,0,1.000000
No,0.891900,0.450000,0.307692,0,0,2,0.777778
No,0.795826,0.314286,0.285714,1,1,1,0.800000
No,0.769302,0.208333,0.071429,0,0,13,0.000000
Yes,0.846320,0.500000,0.388889,0,0,2,0.333333
No,0.862475,0.300000,0.050000,0,0,5,0.375000
Yes,0.930183,0.782609,0.080000,0,0,0,1.000000
Yes,0.878450,0.666667,0.208333,0,0,1,0.666667
Yes,0.868441,0.548387,0.115385,0,0,4,0.200000
No,0.767853,0.304348,0.142857,0,0,17,0.105263
No,0.734749,0.192308,0.066667,0,0,7,0.125000
Yes,0.881952,0.684211,0.166667,0,0,0,1.000000
Yes,0.872955,0.608696,0.227273,0,0,2,0.600000
Yes,0.774060,0.461538,0.280000,0,0,2,0.600000
Yes,0.932653,0.692308,0.041667,0,0,2,0.500000
Yes,0.851255,0.266667,0.210526,0,0,2,0.500000
Yes,0.813459,0.400000,0.083333,0,0,1,0.800000
No,0.643563,0.333333,0.400000,0,0,0,1.000000
Yes,0.963467,0.444444,0.000000,0,0,2,0.000000
Yes,0.983623,0.655172,0.080000,0,0,2,0.500000
Yes,0.800881,0.310345,0.130435,0,0,5,0.285714
Yes,0.871092,0.388889,0.076923,0,0,3,0.700000
No,0.691578,0.208333,0.133333,0,0,2,0.000000
Yes,0.761035,0.424242,0.272727,0,0,2,0.333333
Yes,0.847068,0.571429,0.250000,0,0,3,0.750000
No,0.876775,0.565217,0.318182,0,0,0,1.000000
Yes,0.819016,0.523810,0.111111,0,0,4,0.600000
No,0.859966,0.533333,0.000000,0,0,9,0.400000
No,0.769184,0.478261,0.187500,0,0,4,0.333333
No,0.763942,0.379310,0.150000,0,0,3,0.250000
Yes,0.927381,0.666667,0.192308,0,0,1,0.833333
Yes,0.828810,0.393939,0.130435,0,0,1,0.666667
No,0.798285,0.307692,0.333333,0,0,4,0.555556
Yes,0.671541,0.227273,0.071429,0,0,0,1.000000
Yes,0.881173,0.428571,0.384615,0,0,0,1.000000
Yes,0.903701,0.684211,0.176471,0,0,0,1.000000
Yes,0.757959,0.400000,0.333333,0,0,5,0.000000
Yes,0.936659,0.600000,0.181818,0,0,2,0.500000
Yes,0.799117,0.535714,0.045455,0,0,2,0.000000
Yes,0.923881,0.678571,0.040000,0,0,2,0.000000
Yes,0.873781,0.653846,0.160000,0,0,0,1.000000
Yes,0.847414,0.480000,0.095238,0,0,2,0.500000
Yes,0.769059,0.285714,0.454545,0,0,7,0.416667
No,0.727479,0.230769,0.214286,0,0,7,0.461538
Yes,0.871809,0.500000,0.312500,0,0,1,0.750000
Yes,0.843579,0.517241,0.086957,0,0,5,0.000000
Yes,0.739264,0.200000,0.200000,0,0,0,1.000000
No,0.784834,0.387097,0.043478,0,0,7,0.461538
Yes,0.900816,0.620690,0.333333,0,0,2,0.333333
Yes,0.847897,0.541667,0.375000,1,1,1,0.750000
Yes,0.822282,0.480000,0.111111,0,0,1,0.800000
Yes,0.942901,0.629630,0.115385,0,0,0,1.000000
Yes,0.912314,0.642857,0.086957,0,0,1,0.666667
No,0.742678,0.222222,0.000000,0,0,2,0.000000
Yes,0.899782,0.740741,0.043478,0,0,5,0.285714
No,0.719529,0.307692,0.238095,1,1,1,0.800000
Yes,0.821352,0.384615,0.375000,0,0,0,1.000000
Yes,0.840023,0.518519,0.086957,0,0,2,0.600000
Yes,0.858755,0.350000,0.312500,0,0,2,0.500000
Yes,0.899264,0.629630,0.230769,0,0,0,1.000000
Yes,0.938665,0.615385,0.208333,0,0,0,1.000000
Yes,0.753054,0.321429,0.437500,0,0,4,0.600000
No,0.808149,0.380952,0.368421,0,0,7,0.300000
Yes,0.908196,0.593750,0.035714,0,0,1,0.500000
Yes,0.929136,0.703704,0.086957,0,0,0,1.000000
Yes,0.854967,0.526316,0.176471,0,0,2,0.666667
Yes,0.716999,0.217391,0.066667,0,0,6,0.250000
Yes,0.729025,0.240000,0.062500,0,0,1,0.500000
No,0.882315,0.600000,0.173913,0,0,1,0.750000
No,0.675869,0.269231,0.210526,1,1,1,0.857143
Yes,0.890519,0.645161,0.111111,0,0,1,0.833333
No,0.741619,0.285714,0.040000,1,1,3,0.625000
Yes,0.747301,0.320000,0.058824,0,0,3,0.625000
No,0.674143,0.181818,0.454545,0,0,6,0.250000
No,0.826322,0.500000,0.250000,1,1,1,0.666667
No,0.836078,0.483871,0.206897,0,0,2,0.500000
Yes,0.915737,0.750000,0.100000,0,0,0,1.000000
Yes,0.863042,0.290323,0.000000,0,0,4,0.500000
Yes,0.715093,0.217391,0.133333,0,0,2,0.333333
No,0.733211,0.250000,0.363636,0,0,6,0.000000
No,0.876510,0.545455,0.250000,0,0,1,0.900000
Yes,0.760513,0.428571,0.083333,1,1,2,0.666667
Yes,0.790011,0.375000,0.055556,0,0,3,0.250000
Yes,0.930071,0.708333,0.130435,0,0,0,1.000000
Yes,0.914859,0.620690,0.125000,0,0,1,0.000000
No,0.602742,0.181818,0.375000,0,0,2,0.000000
Yes,0.739368,0.416667,0.250000,0,0,5,0.166667
Yes,0.909859,0.593750,0.217391,0,0,0,1.000000
Yes,0.604955,0.105263,0.090909,0,0,1,0.500000
Yes,0.909490,0.583333,0.304348,0,0,7,0.363636
No,0.612217,0.264706,0.045455,0,0,8,0.111111
Yes,0.708216,0.388889,0.173913,0,0,6,0.400000
Yes,0.896629,0.565217,0.533333,0,0,0,1.000000
Yes,0.883830,0.391304,0.133333,0,0,1,0.666667
Yes,0.900262,0.696970,0.000000,0,0,4,0.333333
Yes,0.858284,0.500000,0.272727,0,0,1,0.666667
Yes,0.939677,0.782609,0.315789,0,0,0,1.000000
Yes,0.734233,0.384615,0.235294,0,0,0,1.000000
No,0.754110,0.310345,0.111111,0,0,2,0.333333
No,0.706496,0.260870,0.071429,0,0,9,0.000000
Yes,0.917013,0.222222,0.000000,0,0,2,0.666667
Yes,0.881701,0.592593,0.000000,0,0,1,0.500000
Yes,0.688663,0.280000,0.117647,0,0,1,0.750000
Yes,0.900353,0.750000,0.034483,0,0,0,1.000000
Yes,0.891017,0.565217,0.000000,0,0,0,1.000000
Yes,0.858724,0.500000,0.333333,0,0,0,1.000000
Yes,0.814692,0.500000,0.090909,0,0,5,0.285714
No,0.829933,0.290323,0.100000,0,0,11,0.352941
No,0.727514,0.230769,0.117647,0,0,17,0.105263
No,0.874574,0.551724,0.214286,0,0,0,1.000000
Yes,0.794723,0.375000,0.266667,0,0,0,1.000000
Yes,0.905668,0.724138,0.142857,0,0,0,1.000000
Yes,0.739505,0.275000,0.037037,0,0,3,0.625000
Yes,0.944574,0.560000,0.136364,0,0,0,1.000000
No,0.841253,0.500000,0.307692,0,0,3,0.700000
Yes,0.793972,0.391304,0.263158,0,0,2,0.333333
Yes,0.852335,0.535714,0.208333,0,0,3,0.625000
Yes,0.958133,0.571429,0.086957,0,0,3,0.727273
Yes,0.878545,0.650000,0.300000,0,0,2,0.714286
Yes,0.949925,0.586207,0.041667,0,0,1,0.800000
Yes,0.833176,0.500000,0.120000,0,0,3,0.500000
Yes,0.886858,0.666667,0.045455,0,0,5,0.375000
Yes,0.887446,0.500000,0.080000,0,0,2,0.750000
Yes,0.855976,0.473684,0.133333,0,0,0,1.000000
No,0.856309,0.481481,0.562500,0,0,1,0.750000
No,0.745794,0.272727,0.066667,0,0,0,1.000000
Yes,0.841975,0.166667,0.416667,0,0,0,1.000000
Yes,0.864429,0.375000,0.000000,0,0,2,0.333333
Yes,0.812850,0.407407,0.190476,0,0,2,0.000000
No,0.849040,0.285714,0.318182,0,0,1,0.800000
Yes,0.953686,0.531250,0.071429,0,0,3,0.666667
No,0.834046,0.307692,0.500000,0,0,1,0.500000
No,0.735136,0.318182,0.214286,0,0,2,0.000000
Yes,0.893781,0.633333,0.173913,0,0,0,1.000000
Yes,0.868581,0.450000,0.176471,0,0,0,1.000000
No,0.754600,0.240000,0.277778,0,0,0,1.000000
No,0.762190,0.321429,0.052632,0,0,2,0.714286
Yes,0.877455,0.476190,0.357143,0,0,3,0.250000
Yes,0.752086,0.368421,0.133333,0,0,2,0.333333
No,0.666873,0.142857,0.222222,1,1,2,0.333333
Yes,0.784779,0.444444,0.166667,0,0,2,0.500000
No,0.836942,0.478261,0.157895,0,0,1,0.666667
No,0.706822,0.200000,0.235294,0,0,8,0.111111
No,0.705096,0.285714,0.111111,0,0,3,0.250000
Yes,0.810247,0.384615,0.000000,0,0,0,1.000000
Yes,0.899667,0.666667,0.043478,0,0,1,0.666667
No,0.700525,0.214286,0.187500,0,0,17,0.105263
Yes,0.852940,0.421053,0.000000,0,0,5,0.375000
Yes,0.748092,0.318182,0.277778,0,0,0,1.000000
No,0.657912,0.304348,0.214286,0,0,5,0.545455
Yes,0.880610,0.631579,0.350000,0,0,0,1.000000
Yes,0.855557,0.625000,0.071429,0,0,3,0.571429
Yes,0.740977,0.277778,0.000000,0,0,2,0.600000
Yes,0.826140,0.454545,0.117647,0,0,1,0.000000
Yes,0.789216,0.407407,0.136364,0,0,2,0.600000
Yes,0.920621,0.700000,0.200000,0,0,3,0.666667
Yes,0.732872,0.421053,0.230769,0,0,1,0.500000
Yes,0.636326,0.318182,0.125000,0,0,1,0.500000
No,0.760454,0.259259,0.222222,0,0,4,0.555556
No,0.793971,0.416667,0.312500,0,0,1,0.750000
Yes,0.948108,0.607143,0.115385,0,0,1,0.500000
No,0.695328,0.342857,0.000000,0,0,5,0.285714
No,0.781728,0.307692,0.157895,0,0,11,0.266667
Yes,0.743268,0.344828,0.150000,0,0,3,0.500000
No,0.658287,0.352941,0.300000,0,0,1,0.750000
Yes,0.855350,0.300000,0.086957,0,0,2,0.600000
Yes,0.645788,0.285714,0.294118,0,0,6,0.000000
Yes,0.669178,0.208333,0.071429,0,0,2,0.714286
No,0.818735,0.423077,0.304348,0,0,1,0.000000
Yes,0.756141,0.238095,0.545455,0,0,1,0.000000
Yes,0.831849,0.250000,0.250000,0,0,7,0.533333
Yes,0.827372,0.468750,0.166667,0,0,1,0.666667
No,0.840913,0.468750,0.227273,0,0,16,0.157895
Yes,0.923571,0.655172,0.214286,1,1,3,0.250000
Yes,0.776120,0.250000,0.125000,0,0,3,0.250000
No,0.780427,0.400000,0.500000,0,0,3,0.571429
Yes,0.699547,0.200000,0.062500,0,0,2,0.000000
No,0.924552,0.652174,0.260870,0,0,0,1.000000
No,0.820888,0.333333,0.076923,0,0,6,0.142857
Yes,0.702586,0.300000,0.363636,0,0,3,0.500000
Yes,0.871952,0.321429,0.000000,0,0,6,0.571429
No,0.734421,0.333333,0.217391,0,0,2,0.600000
No,0.765204,0.384615,0.363636,0,0,1,0.888889
No,0.750166,0.310345,0.375000,1,1,2,0.500000
Yes,0.774085,0.303030,0.043478,0,0,8,0.333333
Yes,0.981449,0.761905,0.000000,0,0,0,1.000000
Yes,0.881568,0.400000,0.142857,0,0,4,0.000000
Yes,0.935752,0.666667,0.173913,0,0,0,1.000000
Yes,0.781092,0.277778,0.181818,0,0,2,0.714286
No,0.708011,0.240000,0.066667,0,0,12,0.200000
No,0.635411,0.052632,0.222222,0,0,4,0.000000
No,0.666201,0.315789,0.166667,0,0,0,1.000000
Yes,0.683709,0.350000,0.250000,0,0,0,1.000000
No,0.756600,0.192308,0.263158,0,0,8,0.384615
Yes,0.818476,0.500000,0.000000,0,0,0,1.000000
No,0.787661,0.535714,0.333333,0,0,0,1.000000
Yes,0.923393,0.461538,0.500000,0,0,0,1.000000
No,0.769456,0.272727,0.294118,0,0,0,1.000000
No,0.802565,0.517241,0.000000,0,0,2,0.500000
Yes,0.939560,0.652174,0.045455,0,0,1,0.666667
Yes,0.843377,0.388889,0.083333,0,0,1,0.750000
Yes,0.755203,0.350000,0.230769,0,0,2,0.333333
No,0.747787,0.409091,0.266667,0,0,0,1.000000
Yes,0.922640,0.560000,0.090909,0,0,0,1.000000
Yes,0.785686,0.440000,0.375000,0,0,3,0.000000
Yes,0.835204,0.433333,0.259259,0,0,3,0.571429
Yes,0.861928,0.608696,0.043478,0,0,3,0.250000
Yes,0.908313,0.642857,0.173913,0,0,0,1.000000
Yes,0.765401,0.387097,0.083333,0,0,1,0.800000
Yes,0.950716,0.714286,0.040000,0,0,3,0.625000
Yes,0.832750,0.450000,0.000000,0,0,4,0.200000
Yes,0.870490,0.454545,0.461538,0,0,0,1.000000
Yes,0.816915,0.526316,0.066667,0,0,5,0.166667
Yes,0.853013,0.500000,0.105263,0,0,0,1.000000
Yes,0.838118,0.578947,0.210526,0,0,0,1.000000
Yes,0.763294,0.282051,0.111111,0,0,5,0.285714
Yes,0.818367,0.360000,0.291667,0,0,0,1.000000
Yes,0.724464,0.303030,0.043478,0,0,6,0.333333
Yes,0.787836,0.238095,0.133333,0,0,2,0.600000
No,0.765707,0.370370,0.238095,0,0,8,0.111111
Yes,0.751181,0.407407,0.045455,0,0,0,1.000000
No,0.672490,0.157895,0.230769,0,0,6,0.142857
Yes,0.925377,0.481481,0.352941,0,0,0,1.000000
No,0.871447,0.451613,0.000000,0,0,10,0.000000
Yes,0.954573,0.666667,0.200000,0,0,0,1.000000
Yes,0.842462,0.379310,0.210526,0,0,0,1.000000
No,0.721423,0.437500,0.076923,0,0,2,0.500000
Yes,0.855463,0.466667,0.045455,0,0,2,0.666667
Yes,0.823523,0.440000,0.095238,0,0,1,0.000000
No,0.751798,0.333333,0.187500,0,0,4,0.000000
No,0.917132,0.586207,0.153846,0,0,2,0.333333
Yes,0.940681,0.586207,0.080000,0,0,0,1.000000
Yes,0.721787,0.258065,0.136364,0,0,1,0.000000
No,0.693262,0.259259,0.000000,0,0,8,0.000000
Yes,0.879107,0.615385,0.100000,0,0,1,0.000000
Yes,0.949312,0.483871,0.080000,0,0,4,0.428571
No,0.735294,0.428571,0.222222,0,0,3,0.625000
Yes,0.911264,0.551724,0.222222,0,0,1,0.800000
No,0.722428,0.100000,0.300000,0,0,9,0.000000
No,0.765629,0.454545,0.222222,0,0,5,0.000000
Yes,0.880118,0.476190,0.066667,0,0,0,1.000000
No,0.864421,0.346154,0.052632,0,0,3,0.400000
No,0.780728,0.303030,0.125000,0,0,4,0.600000
No,0.639032,0.238095,0.076923,0,0,1,0.500000
Yes,0.781492,0.466667,0.230769,0,0,0,1.000000
Yes,0.805383,0.307692,0.052632,0,0,1,0.750000
No,0.772192,0.217391,0.153846,0,0,1,0.800000
Yes,0.940862,0.733333,0.034483,0,0,1,0.000000
No,0.804532,0.478261,0.333333,0,0,1,0.500000
Yes,0.823581,0.347826,0.210526,0,0,3,0.000000
Yes,0.722710,0.500000,0.250000,0,0,2,0.500000
Yes,0.908784,0.678571,0.080000,0,0,6,0.142857
Yes,0.863807,0.625000,0.074074,0,0,3,0.625000
Yes,0.806575,0.361111,0.107143,0,0,4,0.333333
No,0.794522,0.343750,0.125000,0,0,4,0.714286
Yes,0.926699,0.625000,0.052632,0,0,0,1.000000
Yes,0.812897,0.476190,0.263158,0,0,1,0.750000
Yes,0.886025,0.590909,0.200000,0,0,0,1.000000
Yes,0.897382,0.382353,0.333333,0,0,6,0.000000
No,0.768426,0.354839,0.208333,0,0,10,0.000000
Yes,0.912891,0.533333,0.259259,0,0,1,0.800000
No,0.691642,0.347826,0.062500,0,0,2,0.000000
No,0.741671,0.307692,0.285714,0,0,6,0.400000
No,0.671249,0.315789,0.166667,0,0,2,0.333333
Yes,0.960508,0.703704,0.000000,0,0,6,0.625000
No,0.745485,0.363636,0.142857,0,0,4,0.200000
Yes,0.876263,0.275862,0.055556,0,0,2,0.714286
Yes,0.749415,0.388889,0.214286,0,0,3,0.700000
Yes,0.841152,0.555556,0.090909,0,0,0,1.000000
Yes,0.738064,0.400000,0.090909,0,0,0,1.000000
No,0.760559,0.360000,0.240000,0,0,0,1.000000
Yes,0.847888,0.312500,0.250000,0,0,1,0.666667
Yes,0.904300,0.515152,0.107143,0,0,0,1.000000
Yes,0.918280,0.689655,0.208333,0,0,3,0.250000
Yes,0.796940,0.444444,0.000000,0,0,0,1.000000
Yes,0.904269,0.586207,0.230769,0,0,1,0.750000
