quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,text
Yes,0.96,0.038462,0.979385328,0,0,1,0.666666667,0.965532945,3,0.571428571,0.996665216,1,0.875,0.999930066,1,0.875,0.999990383,1,0.875,0.999990383,0.965532945,845
Yes,1.235294,0.263158,0.979364968,0,0,0,1,0.890385421,1,0,0.9076715,2,0,0.863305229,2,0,0.918773264,2,0,0.979364968,0.863305229,846
Yes,0.916667,0.083333,0.93634524,0,0,0,1,0.836890709,0,1,0.867444248,0,1,0.998933866,0,1,0.993863171,0,1,0.998933866,0.836890709,847
No,0.764706,0.176471,0.867196698,0,0,3,0.25,0.737526167,5,0.166666667,0.945884562,5,0.285714286,0.967404985,5,0.285714286,0.895284195,5,0.285714286,0.967404985,0.737526167,848
Yes,1.153846,0.142857,0.79314805,0,0,0,1,0.782666015,1,0.666666667,0.649715783,0,1,0.979388842,0,1,0.937968502,0,1,0.979388842,0.649715783,849
No,0.708333,0.307692,0.951374349,1,1,0,1,0.907825578,0,1,0.985740406,0,1,0.989369417,0,1,0.998532536,0,1,0.998532536,0.907825578,850
Yes,0.857143,0.16,0.964779505,0,0,1,0,0.919829935,5,0.285714286,0.926367577,2,0,0.931525038,2,0,0.97560807,2,0,0.97560807,0.919829935,851
Yes,1,0,0.854219544,0,0,0,1,0.870068129,0,1,0.716052976,2,0.5,0.943504552,2,0.5,0.91214303,2,0.5,0.943504552,0.716052976,852
Yes,1.230769,0.266667,0.908052572,0,0,0,1,0.894765226,0,1,0.994396732,1,0,0.852928282,1,0,0.931523019,1,0,0.994396732,0.852928282,853
Yes,1.0625,0.058824,0.923015864,0,0,0,1,0.803423124,0,1,0.887303045,1,0,0.899749322,1,0,0.853771723,1,0,0.923015864,0.803423124,854
Yes,1.0625,0.0625,0.92865918,0,0,1,0.666666667,0.744588224,6,0.4,0.796877367,1,0.666666667,0.981798041,1,0.666666667,0.976769028,1,0.666666667,0.981798041,0.744588224,855
Yes,1,0,0.846462272,0,0,0,1,0.781395824,0,1,0.906329898,1,0.666666667,0.973589794,1,0.666666667,0.984347828,1,0.666666667,0.984347828,0.781395824,856
No,0.695652,0.304348,0.884219199,0,0,1,0.5,0.804488311,1,0.5,0.964459568,1,0.75,0.957354534,1,0.75,0.964445295,1,0.75,0.964459568,0.804488311,857
Yes,1,0.05,0.93442505,0,0,0,1,0.878014354,1,0.8,0.99504342,0,1,0.999482791,0,1,0.973227825,0,1,0.999482791,0.878014354,858
No,1.1,0.08,0.831030287,0,0,0,1,0.705234804,1,0.666666667,0.852913367,5,0.285714286,0.965689219,5,0.285714286,0.957865282,5,0.285714286,0.965689219,0.705234804,859
Yes,1.052632,0.047619,0.922846302,0,0,0,1,0.844706713,2,0,0.78040602,1,0,0.948465902,1,0,0.818407493,1,0,0.948465902,0.78040602,860
Yes,1.230769,0.214286,0.846096867,0,0,0,1,0.787663952,0,1,0.954081204,3,0.4,0.963395252,3,0.4,0.959403241,3,0.4,0.963395252,0.787663952,861
Yes,0.931034,0.033333,0.961920509,0,0,1,0.666666667,0.911208898,4,0.428571429,0.999477996,1,0.833333333,0.996572144,1,0.833333333,0.995822657,1,0.833333333,0.999477996,0.911208898,862
Yes,1,0,0.964457177,0,0,1,0,0.907085624,5,0.375,0.974497343,1,0,0.937224652,1,0,0.916778517,1,0,0.974497343,0.907085624,863
Yes,1.055556,0,0.965873741,0,0,0,1,0.844172068,2,0.5,0.992572252,0,1,0.934185067,0,1,0.981306197,0,1,0.992572252,0.844172068,864
Yes,0.736842,0.3,0.885713609,0,0,1,0.5,0.845093393,2,0.777777778,0.980646689,1,0.5,0.98969883,1,0.5,0.95962104,1,0.5,0.98969883,0.845093393,865
No,1.315789,0.4,0.92912012,0,0,0,1,0.894339027,0,1,0.942170357,5,0.166666667,0.951520531,5,0.166666667,0.966034902,5,0.166666667,0.966034902,0.894339027,866
Yes,0.916667,0.153846,0.929072063,0,0,0,1,0.805327967,0,1,0.998517398,0,1,0.830444782,0,1,0.858888483,0,1,0.998517398,0.805327967,867
Yes,1.173913,0.208333,0.919256154,0,0,0,1,0.913848438,0,1,0.997655002,3,0.25,0.977526791,3,0.25,0.969524536,3,0.25,0.997655002,0.913848438,868
No,0.916667,0.083333,0.843732806,0,0,9,0.181818182,0.649800117,17,0.105263158,0.897406457,11,0.153846154,0.914226023,11,0.153846154,0.855396828,11,0.153846154,0.914226023,0.649800117,869
Yes,1.043478,0.041667,0.910034497,0,0,0,1,0.793383992,8,0.272727273,0.90987466,2,0,0.909269494,2,0,0.788929871,2,0,0.910034497,0.788929871,870
Yes,1.125,0.176471,0.974431641,0,0,0,1,0.840245254,0,1,0.889507578,0,1,0.991150734,0,1,0.707211804,0,1,0.991150734,0.707211804,871
Yes,1.25,0.25,0.892333588,0,0,0,1,0.653884653,1,0.75,0.825627811,0,1,0.927855515,0,1,0.726826427,0,1,0.927855515,0.653884653,872
Yes,1.266667,0.25,0.923708199,0,0,0,1,0.85547593,0,1,0.941491302,0,1,0.996606202,0,1,0.988894472,0,1,0.996606202,0.85547593,873
No,1.333333,0.333333,0.934196923,0,0,6,0.4,0.883826093,6,0.454545455,0.876844297,6,0.4,0.999271093,6,0.4,0.962821891,6,0.4,0.999271093,0.876844297,874
No,0.631579,0.368421,0.900013057,0,0,0,1,0.761867938,2,0,0.8095379,3,0.25,0.981909967,3,0.25,0.946073214,3,0.25,0.981909967,0.761867938,875
Yes,1,0.04,0.957062626,0,0,0,1,0.87682897,0,1,0.931643411,1,0.75,0.977262048,1,0.75,0.944900506,1,0.75,0.977262048,0.87682897,876
Yes,0.833333,0.285714,0.878840402,0,0,0,1,0.732084869,2,0.5,0.835103023,0,1,1,0,1,0.981806464,0,1,1,0.732084869,877
Yes,1.285714,0.285714,0.965815862,0,0,1,0.5,0.864861624,2,0.333333333,0.9217982,1,0.666666667,0.975846667,1,0.666666667,0.957935014,1,0.666666667,0.975846667,0.864861624,878
Yes,1.315789,0.315789,0.849156545,0,0,8,0,0.720443223,9,0,0.851342075,9,0,0.922070157,9,0,0.944163997,9,0,0.944163997,0.720443223,879
Yes,0.954545,0,0.913623492,1,1,0,1,0.857768383,1,0.5,0.90030943,1,0.75,0.985056171,1,0.75,0.983378756,1,0.75,0.985056171,0.857768383,880
Yes,1,0,0.95482607,0,0,0,1,0.925418189,0,1,0.980941106,4,0.333333333,0.989735564,4,0.333333333,0.991558137,4,0.333333333,0.991558137,0.925418189,881
Yes,0.947368,0.052632,0.964754584,0,0,2,0,0.88033816,5,0.444444444,0.931351145,2,0,0.92699395,2,0,0.95943486,2,0,0.964754584,0.88033816,882
Yes,1.045455,0.041667,0.971261478,0,0,1,0.666666667,0.939580691,5,0.444444444,0.998647983,0,1,0.999756755,0,1,0.998640147,0,1,0.999756755,0.939580691,883
Yes,0.823529,0.222222,0.937407226,0,0,1,0,0.921678445,1,0,0.997518387,1,0.75,0.980389167,1,0.75,0.977414281,1,0.75,0.997518387,0.921678445,884
No,1.583333,0.583333,0.841555317,0,0,2,0.333333333,0.76659818,2,0.6,0.754713733,2,0.333333333,0.990494763,2,0.333333333,0.949937546,2,0.333333333,0.990494763,0.754713733,885
Yes,0.956522,0.08,0.903685934,0,0,0,1,0.847969015,2,0.666666667,0.894952093,1,0.666666667,0.988609587,1,0.666666667,0.990069681,1,0.666666667,0.990069681,0.847969015,886
Yes,1.153846,0.071429,0.850879487,0,0,5,0.375,0.816620061,9,0.25,0.666769374,5,0.375,0.996615966,5,0.375,0.992033497,5,0.375,0.996615966,0.666769374,887
No,0.9375,0.0625,0.86283196,0,0,1,0.5,0.749044841,3,0.4,0.923330681,4,0.333333333,0.956915126,4,0.333333333,0.956772589,4,0.333333333,0.956915126,0.749044841,888
No,0.769231,0.230769,0.816445761,0,0,0,1,0.637220214,3,0.25,0.777639274,2,0.333333333,0.964705939,2,0.333333333,0.971317818,2,0.333333333,0.971317818,0.637220214,889
Yes,1.125,0.125,0.861505069,0,0,0,1,0.791221049,0,1,0.892209009,1,0.5,0.915730102,1,0.5,0.848333704,1,0.5,0.915730102,0.791221049,890
No,0.703704,0.296296,0.938927083,1,1,0,1,0.841244799,1,0.5,0.962225595,1,0.5,0.963184658,1,0.5,0.964526739,1,0.5,0.964526739,0.841244799,891
No,1.2,0.227273,0.894581037,0,0,0,1,0.803390735,2,0,0.891504786,1,0,0.945055265,1,0,0.870839252,1,0,0.945055265,0.803390735,892
Yes,1,0.041667,0.95609495,0,0,1,0.666666667,0.778197311,2,0.5,0.931868885,1,0.666666667,0.980959068,1,0.666666667,0.948733501,1,0.666666667,0.980959068,0.778197311,893
No,1.416667,0.416667,0.856470642,1,1,0,1,0.797101409,1,0.8,0.896236244,4,0.2,0.882076041,4,0.2,0.871774861,4,0.2,0.896236244,0.797101409,894
Yes,0.730769,0.296296,0.882846181,0,0,4,0,0.734797648,7,0.3,0.906814343,7,0,0.860059126,7,0,0.843366174,7,0,0.906814343,0.734797648,895
Yes,1,0,0.96750835,0,0,0,1,0.979771884,0,1,0.99925539,0,1,0.999971356,0,1,0.988918511,0,1,0.999971356,0.96750835,896
Yes,0.75,0.230769,0.95786347,0,0,0,1,0.825349698,0,1,0.944830841,1,0.5,0.963144477,1,0.5,0.983258669,1,0.5,0.983258669,0.825349698,897
Yes,1,0,0.938658914,0,0,0,1,0.881103856,1,0.666666667,0.999287297,1,0.5,0.988948016,1,0.5,0.979860109,1,0.5,0.999287297,0.881103856,898
Yes,1.181818,0.272727,0.853636439,0,0,2,0,0.76489766,2,0,0.990907061,4,0.428571429,0.947881667,4,0.428571429,0.948763536,4,0.428571429,0.990907061,0.76489766,899
No,0.9375,0,0.858153132,0,0,3,0.4,0.762337276,4,0.428571429,0.931668806,3,0.4,0.926055133,3,0.4,0.891425698,3,0.4,0.931668806,0.762337276,900
Yes,0.909091,0.12,0.930270208,0,0,0,1,0.891013555,0,1,0.995589179,2,0.333333333,0.956275315,2,0.333333333,0.908942198,2,0.333333333,0.995589179,0.891013555,901
Yes,1.111111,0.111111,0.76736463,0,0,0,1,0.69391542,1,0.666666667,0.759509556,0,1,0.987295811,0,1,0.96672043,0,1,0.987295811,0.69391542,902
No,1.071429,0.142857,0.669955826,0,0,5,0,0.641125139,5,0,0.746158497,8,0,0.928456405,8,0,0.917050207,8,0,0.928456405,0.641125139,903
Yes,1.272727,0.357143,0.90586128,0,0,1,0,0.82379707,2,0.333333333,0.96357875,1,0,0.71180254,1,0,0.788973372,1,0,0.96357875,0.71180254,904
Yes,1.2,0.3,0.952722452,0,0,0,1,0.9160318,4,0.2,0.945306152,0,1,0.995065601,0,1,0.9996151,0,1,0.9996151,0.9160318,905
Yes,1.2,0.2,0.802615074,0,0,0,1,0.70263074,2,0.6,0.886813833,1,0.666666667,0.983673808,1,0.666666667,0.916926347,1,0.666666667,0.983673808,0.70263074,906
No,1.5,0.4,0.945584082,0,0,0,1,0.855575004,2,0.5,0.814565925,0,1,0.999814443,0,1,0.989391711,0,1,0.999814443,0.814565925,907
Yes,1.043478,0.04,0.954384011,0,0,1,0,0.761807897,3,0.25,0.945361025,3,0,0.931100629,3,0,0.793258627,3,0,0.954384011,0.761807897,908
Yes,1.25,0.25,0.983395475,0,0,0,1,0.918602915,0,1,0.997805687,0,1,0.996188664,0,1,0.971530624,0,1,0.997805687,0.918602915,909
No,1.4375,0.5625,0.934971463,0,0,0,1,0.829119889,0,1,0.943810796,3,0,0.938865103,3,0,0.928089039,3,0,0.943810796,0.829119889,910
Yes,1.181818,0.272727,0.894657055,0,0,0,1,0.775049455,1,0,0.952705508,1,0.5,0.949223435,1,0.5,0.922554975,1,0.5,0.952705508,0.775049455,911
Yes,1.133333,0.055556,0.984829246,0,0,0,1,0.968835479,5,0.5,0.999999833,0,1,0.999997099,0,1,0.999985434,0,1,0.999999833,0.968835479,912
No,1.333333,0.416667,0.780320464,0,0,5,0,0.582467116,6,0,0.787166766,6,0,0.895698435,6,0,0.921561611,6,0,0.921561611,0.582467116,913
No,1.2,0.090909,0.67903243,1,1,1,0,0.602751828,1,0,0.976759616,4,0.2,0.917242962,4,0.2,0.857659361,4,0.2,0.976759616,0.602751828,914
Yes,1.352941,0.210526,0.864035474,0,0,0,1,0.817423735,0,1,0.764887697,1,0.666666667,0.98920942,1,0.666666667,0.977880473,1,0.666666667,0.98920942,0.764887697,915
Yes,0.923077,0.035714,0.980169914,0,0,1,0.5,0.933152766,1,0.8,0.97627482,2,0.6,0.969950286,2,0.6,0.969633746,2,0.6,0.980169914,0.933152766,916
Yes,1,0.130435,0.939534048,0,0,2,0.5,0.905095115,4,0.555555556,0.970042732,2,0.5,0.994713043,2,0.5,0.92799933,2,0.5,0.994713043,0.905095115,917
Yes,0.882353,0.058824,0.863327879,0,0,1,0,0.722754804,1,0.5,0.896480096,3,0,0.881561024,3,0,0.875064644,3,0,0.896480096,0.722754804,918
Yes,0.8,0.222222,0.961132705,0,0,1,0,0.832133207,2,0,0.949041631,1,0.5,0.968989213,1,0.5,0.925674879,1,0.5,0.968989213,0.832133207,919
Yes,0.818182,0.181818,0.875733151,0,0,2,0,0.795350723,3,0.25,0.89138288,3,0.625,0.950385992,3,0.625,0.950158274,3,0.625,0.950385992,0.795350723,920
Yes,1.133333,0.133333,0.952896194,0,0,0,1,0.878141262,2,0.5,0.939256197,0,1,0.981125877,0,1,0.989846344,0,1,0.989846344,0.878141262,921
No,1.035714,0,0.93526137,1,1,1,0,0.76463021,3,0.4,0.96692795,4,0,0.92501305,4,0,0.81594233,4,0,0.96692795,0.76463021,922
Yes,1.421053,0.421053,0.906544317,0,0,0,1,0.85130853,1,0.5,0.759289083,2,0.5,0.986789706,2,0.5,0.983373153,2,0.5,0.986789706,0.759289083,923
No,1,0,0.72439055,1,1,0,1,0.598828994,1,0.5,0.691089914,0,1,0.977551427,0,1,0.945202629,0,1,0.977551427,0.598828994,924
No,1.416667,0.285714,0.896509836,0,0,0,1,0.651684721,2,0,0.588502957,2,0,0.891716994,2,0,0.894007574,2,0,0.896509836,0.588502957,925
Yes,1.0625,0,0.947734207,0,0,1,0,0.807319561,4,0,0.960389764,1,0.5,0.892783939,1,0.5,0.929878821,1,0.5,0.960389764,0.807319561,926
No,0.823529,0.222222,0.88864711,0,0,0,1,0.808094109,1,0.666666667,0.997226649,1,0,0.822275582,1,0,0.875358422,1,0,0.997226649,0.808094109,927
Yes,1,0,0.940619008,0,0,0,1,0.901570177,1,0.5,0.999995626,0,1,0.998547722,0,1,0.999283696,0,1,0.999995626,0.901570177,928
Yes,0.92,0.034483,0.962079435,0,0,1,0.5,0.884172064,3,0.4,0.937589395,2,0.5,0.986573808,2,0.5,0.963373735,2,0.5,0.986573808,0.884172064,929
No,0.92,0.178571,0.903700008,0,0,0,1,0.842024732,0,1,0.997052592,2,0.5,0.967874836,2,0.5,0.97149365,2,0.5,0.997052592,0.842024732,930
Yes,0.941176,0,0.929792778,0,0,0,1,0.860417829,0,1,0.899166275,0,1,1,0,1,0.992483022,0,1,1,0.860417829,931
Yes,0.823529,0.15,0.89306476,0,0,0,1,0.763751082,0,1,0.844973624,4,0,0.95218192,4,0,0.877367914,4,0,0.95218192,0.763751082,932
No,1.071429,0.142857,0.663543228,0,0,0,1,0.586287948,0,1,0.864986632,5,0.285714286,0.960960027,5,0.285714286,0.937488271,5,0.285714286,0.960960027,0.586287948,933
Yes,1.333333,0.416667,0.895397281,0,0,0,1,0.737509474,1,0,0.957300631,0,1,0.900920969,0,1,0.938133955,0,1,0.957300631,0.737509474,934
No,1.25,0.176471,0.887310333,0,0,3,0.25,0.798615611,6,0.142857143,0.804615302,3,0.25,0.920086519,3,0.25,0.880111131,3,0.25,0.920086519,0.798615611,935
No,0.956522,0,0.904288829,0,0,0,1,0.717843202,3,0.4,0.946627971,3,0,0.934456504,3,0,0.896289612,3,0,0.946627971,0.717843202,936
No,0.666667,0.333333,0.850807202,0,0,1,0,0.690467964,3,0.571428571,0.85623451,3,0,0.891231575,3,0,0.910107377,3,0,0.910107377,0.690467964,937
Yes,1.125,0.25,0.963328448,0,0,0,1,0.879130493,0,1,0.95070771,0,1,0.999606176,0,1,0.957785903,0,1,0.999606176,0.879130493,938
Yes,0.916667,0.083333,0.866981187,0,0,2,0.333333333,0.743607746,4,0.333333333,0.771374647,2,0.5,0.998835606,2,0.5,0.985709307,2,0.5,0.998835606,0.743607746,939
No,0.9,0,0.937433334,0,0,1,0,0.519262602,2,0,0.927781617,1,0,0.879109989,1,0,0.85621601,1,0,0.937433334,0.519262602,940
Yes,1.12,0.153846,0.955182956,0,0,2,0,0.91264098,2,0.666666667,0.87518763,2,0,0.951151722,2,0,0.895990241,2,0,0.955182956,0.87518763,941
No,0.857143,0.142857,0.880878091,0,0,5,0,0.693329056,8,0.111111111,0.833991201,5,0,0.962799921,5,0,0.89401463,5,0,0.962799921,0.693329056,942
No,1.222222,0.222222,0.87494252,0,0,0,1,0.784481068,1,0.75,0.635917789,0,1,0.977364598,0,1,0.934561179,0,1,0.977364598,0.635917789,943
No,0.92,0.076923,0.799448127,0,0,1,0.75,0.742045862,1,0.833333333,0.943196,4,0.555555556,0.936139517,4,0.555555556,0.938421635,4,0.555555556,0.943196,0.742045862,944
No,1.133333,0,0.888409417,0,0,0,1,0.807834659,2,0.333333333,0.881281909,0,1,0.972589174,0,1,0.943492414,0,1,0.972589174,0.807834659,945
Yes,1.454545,0.454545,0.853562499,0,0,1,0,0.773142489,5,0.375,0.989520179,2,0,0.667439236,2,0,0.733047153,2,0,0.989520179,0.667439236,946
No,0.888889,0.227273,0.937899386,0,0,0,1,0.823307881,1,0.5,0.738682473,1,0,0.919497176,1,0,0.804058257,1,0,0.937899386,0.738682473,947
No,0.789474,0.272727,0.847900333,0,0,0,1,0.73313952,0,1,0.928732042,4,0.333333333,0.965122374,4,0.333333333,0.928572798,4,0.333333333,0.965122374,0.73313952,948
Yes,0.684211,0.315789,0.893059232,0,0,4,0.6,0.764130668,5,0.545454545,0.89228851,4,0.6,0.987415959,4,0.6,0.979188084,4,0.6,0.987415959,0.764130668,949
Yes,0.736842,0.3,0.853016202,0,0,1,0.8,0.741810058,1,0.857142857,0.852246928,4,0.5,0.96947085,4,0.5,0.969829702,4,0.5,0.969829702,0.741810058,950
Yes,0.863636,0.090909,0.96192432,0,0,1,0.5,0.838045202,1,0.5,0.948835826,2,0.333333333,0.931354848,2,0.333333333,0.98307844,2,0.333333333,0.98307844,0.838045202,951
No,0.888889,0.173913,0.796393231,0,0,7,0.125,0.711466709,7,0.3,0.850349679,8,0.111111111,0.972026385,8,0.111111111,0.936150614,8,0.111111111,0.972026385,0.711466709,952
Yes,1.111111,0.111111,0.952955996,0,0,0,1,0.864725425,1,0.5,0.927370283,1,0,0.930208205,1,0,0.94413724,1,0,0.952955996,0.864725425,953
No,1.181818,0.181818,0.879562014,0,0,4,0,0.752190748,8,0.272727273,0.938979882,4,0,0.911120175,4,0,0.896846181,4,0,0.938979882,0.752190748,954
No,1.105263,0.05,0.912335494,0,0,2,0.5,0.763296916,3,0.4,0.892740647,3,0.4,0.937055679,3,0.4,0.978730905,3,0.4,0.978730905,0.763296916,955
No,1.055556,0,0.862317883,0,0,7,0,0.762775116,7,0,0.809975028,7,0,0.981700911,7,0,0.969861641,7,0,0.981700911,0.762775116,956
Yes,0.941176,0.1,0.938270416,0,0,0,1,0.818775269,1,0.833333333,0.861259712,1,0.5,0.960521045,1,0.5,0.975089778,1,0.5,0.975089778,0.818775269,957
No,0.73913,0.25,0.901251096,0,0,2,0,0.86637219,2,0.333333333,0.988335168,2,0,0.840840516,2,0,0.833357719,2,0,0.988335168,0.833357719,958
Yes,1.041667,0,0.970018548,0,0,1,0.666666667,0.910563305,2,0.5,0.833417102,1,0.666666667,0.989381261,1,0.666666667,0.988690397,1,0.666666667,0.989381261,0.833417102,959
Yes,1.181818,0.181818,0.839331615,0,0,0,1,0.645959224,0,1,0.684749126,0,1,0.885360541,0,1,0.795729718,0,1,0.885360541,0.645959224,960
No,0.75,0.25,0.875584598,0,0,0,1,0.643085278,1,0,0.860331647,2,0,0.924820271,2,0,0.905340395,2,0,0.924820271,0.643085278,961
Yes,1,0,0.965123357,0,0,0,1,0.939126924,1,0.75,0.999971416,0,1,0.997454524,0,1,0.999975654,0,1,0.999975654,0.939126924,962
No,1,0.041667,0.912259669,0,0,0,1,0.851543647,1,0.5,0.962637697,3,0.5,0.967611026,3,0.5,0.980687736,3,0.5,0.980687736,0.851543647,963
Yes,0.8125,0.1875,0.833540654,0,0,0,1,0.592649282,3,0.4,0.688927406,1,0,0.956235215,1,0,0.907255777,1,0,0.956235215,0.592649282,964
Yes,0.947368,0.052632,0.931473189,0,0,0,1,0.861224106,0,1,0.843576204,1,0.666666667,0.955179527,1,0.666666667,0.986724067,1,0.666666667,0.986724067,0.843576204,965
Yes,0.9375,0.117647,0.809293677,0,0,3,0.571428571,0.731536322,4,0.5,0.969296988,3,0.571428571,0.986581948,3,0.571428571,0.986655914,3,0.571428571,0.986655914,0.731536322,966
Yes,1.4,0.4,0.872434227,0,0,2,0.5,0.76777706,2,0.6,0.758109839,2,0.5,0.979507477,2,0.5,0.977794949,2,0.5,0.979507477,0.758109839,967
No,0.727273,0.272727,0.867261047,0,0,2,0.333333333,0.707994836,2,0.333333333,0.662480625,3,0.25,0.749716482,3,0.25,0.556516497,3,0.25,0.867261047,0.556516497,968
Yes,1.428571,0.4,0.931563458,0,0,0,1,0.878799332,0,1,0.869395218,1,0.666666667,0.947855371,1,0.666666667,0.94779444,1,0.666666667,0.947855371,0.869395218,969
Yes,1.545455,0.416667,0.739199707,0,0,3,0,0.699958345,3,0.25,0.898361917,4,0,0.829692184,4,0,0.707734231,4,0,0.898361917,0.699958345,970
Yes,1.045455,0.041667,0.992728213,0,0,1,0.8,0.956335614,3,0.769230769,0.924537002,1,0.857142857,0.979565498,1,0.857142857,0.98250428,1,0.857142857,0.992728213,0.924537002,971
Yes,1.214286,0.214286,0.731754567,0,0,5,0,0.638366967,5,0.166666667,0.701254779,8,0,0.680675039,8,0,0.721475277,8,0,0.731754567,0.638366967,972
No,0.913043,0.08,0.911984453,0,0,0,1,0.792934373,1,0.888888889,0.927817381,0,1,0.969299315,0,1,0.996282988,0,1,0.996282988,0.792934373,973
Yes,1.181818,0.181818,0.903004739,0,0,0,1,0.78572085,0,1,0.710031952,0,1,0.972426017,0,1,0.870715603,0,1,0.972426017,0.710031952,974
Yes,1.0625,0.0625,0.945265839,0,0,0,1,0.83965808,2,0.75,0.928777173,0,1,0.999070848,0,1,0.988447372,0,1,0.999070848,0.83965808,975
Yes,1.166667,0.153846,0.846734135,0,0,0,1,0.697939567,0,1,0.92564688,3,0,0.956535769,3,0,0.970348518,3,0,0.970348518,0.697939567,976
Yes,1,0.05,0.898997226,0,0,1,0.666666667,0.798449734,5,0.285714286,0.820672207,2,0.714285714,0.981366041,2,0.714285714,0.978176799,2,0.714285714,0.981366041,0.798449734,977
No,1.285714,0.25,0.889560928,0,0,7,0.222222222,0.766213546,10,0.166666667,0.946281405,7,0.222222222,0.997162249,7,0.222222222,0.983032065,7,0.222222222,0.997162249,0.766213546,978
Yes,1.210526,0.210526,0.932884605,0,0,3,0.25,0.919114493,6,0.333333333,0.997917021,3,0.625,0.989230386,3,0.625,0.984515416,3,0.625,0.997917021,0.919114493,979
Yes,1,0,0.930645701,0,0,0,1,0.861978254,1,0.5,0.975715529,4,0.333333333,0.975395329,4,0.333333333,0.978562513,4,0.333333333,0.978562513,0.861978254,980
Yes,1.15,0.2,0.939510859,0,0,3,0,0.853994434,3,0,0.975011619,3,0,0.813104177,3,0,0.878689709,3,0,0.975011619,0.813104177,981
No,0.888889,0.105263,0.915107553,0,0,1,0.5,0.831339681,1,0.666666667,0.891126933,2,0.333333333,0.961742937,2,0.333333333,0.958166842,2,0.333333333,0.961742937,0.831339681,982
No,1.066667,0.066667,0.778876744,0,0,3,0.25,0.637335086,3,0.25,0.754401688,3,0.4,0.984897564,3,0.4,0.992749484,3,0.4,0.992749484,0.637335086,983
Yes,1.4,0.428571,0.955265514,0,0,0,1,0.722320037,0,1,0.850859381,5,0.166666667,0.941424374,5,0.166666667,0.934827964,5,0.166666667,0.955265514,0.722320037,984
Yes,0.952381,0.086957,0.982183782,0,0,0,1,0.806481447,3,0.25,0.949848109,0,1,0.954437515,0,1,0.852921755,0,1,0.982183782,0.806481447,985
Yes,0.913043,0.074074,0.912325651,0,0,5,0.166666667,0.840003545,7,0.3,0.843790157,5,0.444444444,0.984368053,5,0.444444444,0.977866372,5,0.444444444,0.984368053,0.840003545,986
Yes,1.052632,0.05,0.926699756,0,0,3,0,0.879010533,5,0.444444444,0.92776673,3,0.25,0.933978498,3,0.25,0.830499299,3,0.25,0.933978498,0.830499299,987
No,1.333333,0.294118,0.890822697,1,1,0,1,0.774460259,3,0.625,0.90731562,1,0.5,0.94480686,1,0.5,0.839783523,1,0.5,0.94480686,0.774460259,988
Yes,0.95,0.090909,0.823289789,0,0,4,0,0.811613767,6,0.4,0.977380909,6,0.142857143,0.969943764,6,0.142857143,0.965378722,6,0.142857143,0.977380909,0.811613767,989
No,1.333333,0.333333,0.860894155,0,0,2,0.333333333,0.796462798,8,0.2,0.768350341,2,0.333333333,0.911113172,2,0.333333333,0.891093191,2,0.333333333,0.911113172,0.768350341,990
Yes,1.176471,0.105263,0.833521651,0,0,2,0,0.699043,3,0,0.884131039,5,0,0.925456045,5,0,0.69010313,5,0,0.925456045,0.69010313,991
Yes,0.777778,0.210526,0.774559457,0,0,0,1,0.69187229,0,1,0.873091821,3,0.4,0.973630089,3,0.4,0.973173273,3,0.4,0.973630089,0.69187229,992
Yes,0.958333,0.041667,0.971999795,0,0,1,0,0.929787893,3,0.571428571,0.998199218,2,0.333333333,0.944386753,2,0.333333333,0.956272483,2,0.333333333,0.998199218,0.929787893,993
No,1.333333,0.333333,0.86783841,0,0,3,0,0.73074236,5,0,0.902488742,4,0,0.822115685,4,0,0.83579663,4,0,0.902488742,0.73074236,994
Yes,0.961538,0,0.970627156,0,0,1,0.5,0.975530974,1,0.5,0.994127362,3,0.4,0.935800034,3,0.4,0.972636143,3,0.4,0.994127362,0.935800034,995
No,1.333333,0.421053,0.918719271,0,0,0,1,0.840208639,0,1,0.932915599,1,0.5,0.978023373,1,0.5,0.974020322,1,0.5,0.978023373,0.840208639,996
Yes,0.869565,0.192308,0.949839446,1,1,0,1,0.920023953,0,1,0.879236697,1,0.666666667,0.990827868,1,0.666666667,0.986008705,1,0.666666667,0.990827868,0.879236697,997
No,1.4,0.45,0.956367596,0,0,1,0.5,0.916788414,3,0.4,0.893413709,2,0.6,0.995446357,2,0.6,0.99138412,2,0.6,0.995446357,0.893413709,998
Yes,0.923077,0.076923,0.813099425,1,1,1,0.5,0.770025415,1,0.666666667,0.996018005,1,0.666666667,0.975312649,1,0.666666667,0.958910744,1,0.666666667,0.996018005,0.770025415,999
No,1.0625,0.058824,0.887966219,0,0,6,0.142857143,0.763299441,9,0.1,0.803036953,6,0.142857143,0.951095434,6,0.142857143,0.950090696,6,0.142857143,0.951095434,0.763299441,1000
